customer_id,education,marital_status,income,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,total_accepted_cmp,children,age,relationship_duration,frequency,monetary,avg_purchase_value,cluster_id,pca_1,pca_2,pca_3
9081,Graduate,Single,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,1,38,12,0.4166666666666667,25,5.0,1,-3.2045318981354636,-1.9232454891721822,0.2164970639659135
178,Graduate,Partner,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,1,70,13,2.0,973,37.42307692307692,0,2.402545381776246,2.037400943264112,-0.616846995169399
916,Postgraduate,Single,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,2,54,12,0.5,31,5.166666666666667,4,-2.9736853392221727,-1.164809627937742,-1.294590063720664
5512,Postgraduate,Partner,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,1,49,12,1.4166666666666667,518,30.470588235294116,3,-0.37035655156981195,0.10783794728519418,-1.2015335220111467
8970,Postgraduate,Partner,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,1,54,14,1.3571428571428572,530,27.894736842105264,3,0.01951090208926196,1.6595794545448386,0.6899600921084519
10581,Graduate,Partner,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,1,49,14,1.5,506,24.095238095238095,3,-0.5840285263728,3.0006028066785553,1.6655677881986877
5300,Postgraduate,Partner,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,1,53,13,0.46153846153846156,70,11.666666666666666,1,-2.774945195864663,-0.872867263359417,0.3678381557738115
5154,Postgraduate,Single,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,1,54,13,0.46153846153846156,54,9.0,1,-2.803898695501434,-1.0681073681270827,0.3418960685354767
8346,Graduate,Single,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,1,52,14,0.8571428571428571,296,24.666666666666668,1,-1.4072214798965927,0.7148936463139121,1.986538579527985
1676,Graduate,Partner,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,1,51,13,1.1538461538461537,266,17.733333333333334,3,-1.4988365271287,0.6048921837736472,-0.21063375939579934
9286,Postgraduate,Partner,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,66,14,1.3571428571428572,747,39.31578947368421,0,2.2632509551626505,-0.6947785936478426,0.31212332447736135
2426,Postgraduate,Single,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,62,14,2.0714285714285716,895,30.862068965517242,2,3.6807980202499646,-0.06949070983640175,0.43265088169908217
5172,Postgraduate,Partner,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,1,50,13,1.3076923076923077,1053,61.94117647058823,0,0.9702246293790129,0.31077495513791714,0.10128381008042665
5562,Graduate,Partner,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,1,52,13,1.6153846153846154,735,35.0,0,0.7555299473443777,1.2442796678156118,-0.13366971552216977
3436,Graduate,Partner,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,1,57,12,0.4166666666666667,20,4.0,4,-3.4884566034303703,-1.2813957199620842,-0.6165755878327678
3921,Undergraduate,Single,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,74,14,0.7142857142857143,205,20.5,1,-1.7403019695481925,-0.2958618675561599,1.1832334915476785
3403,Postgraduate,Partner,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,1,68,14,1.5,2092,99.61904761904762,2,4.681526045477958,0.7211961541761865,0.6718166188172925
22,Graduate,Single,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,1,50,14,1.0,309,22.071428571428573,3,-1.412055049778413,0.8003226239996418,1.47983714958553
10965,Graduate,Partner,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,1,0,71,13,1.6923076923076923,1722,78.27272727272727,2,4.666008363986401,-0.44704302643433624,-0.35569436969424956
9426,Postgraduate,Single,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,1,62,13,1.1538461538461537,900,60.0,3,0.2993190179986856,1.0251776433450779,0.36720198959522016
6605,Postgraduate,Single,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,1,0,82,13,1.5384615384615385,682,34.1,0,0.863765519450592,0.8024935311576182,-0.964700395638008
3136,Postgraduate,Single,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,1,64,13,1.6923076923076923,663,30.136363636363637,0,0.7646183816894766,0.8856571971933214,-0.6701975942236078
8737,Graduate,Single,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,1,48,12,0.5,43,7.166666666666667,4,-2.397200668688287,-1.8323520095895118,-0.9584141895530238
11088,Postgraduate,Partner,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,1,55,13,1.3846153846153846,1816,100.88888888888889,2,3.1634855282914667,-0.054626076320044265,-0.255462412113696
716,Postgraduate,Partner,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,1,77,12,2.25,976,36.148148148148145,0,2.3298339129284207,0.9413229891693286,-2.8777159467836295
466,Graduate,Partner,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,82,13,1.6153846153846154,746,35.523809523809526,0,1.8534655846421142,-0.3248683405778646,-1.9025804618525597
9135,Graduate,Partner,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,2,76,14,0.42857142857142855,64,10.666666666666666,1,-3.216055783390644,0.5673198249649164,0.15654106217551608
10623,Postgraduate,Partner,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,1,65,13,0.38461538461538464,32,6.4,4,-2.7866259967173184,-1.1126313278760889,-0.7080873207394047
8151,Undergraduate,Partner,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,36,14,0.6428571428571429,263,29.22222222222222,1,-1.4013162335986764,-0.7780190798899586,3.279359130344704
5140,Postgraduate,Partner,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,1,41,14,1.5,1445,68.80952380952381,0,2.386100919385068,1.4326843358459267,1.8894537673461795
10160,Postgraduate,Partner,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,1,70,13,0.38461538461538464,46,9.2,4,-2.6448634384205443,-1.0371966221969111,-0.9085938161935136
4945,Graduate,Single,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,73,14,2.0,1210,43.214285714285715,0,2.697806184721027,2.1824253060739043,0.33903280966072186
10584,Graduate,Partner,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,1,50,13,1.8461538461538463,945,39.375,2,3.2168064130523097,-0.8229875365261439,0.2860349838726115
6071,Graduate,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,37,13,1.6923076923076923,1157,52.59090909090909,2,3.7979876896577047,-1.5983799135619212,0.8508121071886483
3386,Graduate,Partner,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,34,13,0.6153846153846154,137,17.125,1,-2.1880912884358206,-1.423154069478481,1.4522689752007145
8939,Graduate,Single,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,1,67,14,1.7857142857142858,730,29.2,0,1.6985242856363196,2.1507990869863756,0.6549554245495365
9925,Postgraduate,Partner,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,1,1,45,13,0.9230769230769231,216,18.0,1,-1.799073749874644,0.18668014594022178,0.5444192275310323
4320,Graduate,Single,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,1,47,13,1.7692307692307692,943,41.0,0,2.6586103669314554,-0.21950785918460855,0.5350130589081215
5389,Graduate,Partner,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,1,2,62,13,1.2307692307692308,347,21.6875,3,-1.055998343610119,1.3292322660961151,-0.746514668258632
6036,Postgraduate,Partner,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,1,0,67,12,1.5833333333333333,1924,101.26315789473684,2,5.592211196417279,-1.6104230647241256,-1.3802544561500076
182,Postgraduate,Partner,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,1,80,13,1.3076923076923077,397,23.352941176470587,3,-1.0582630648522207,1.8544316511256969,-0.9109982502215567
203,Postgraduate,Single,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,51,13,1.6923076923076923,2089,94.95454545454545,2,5.002083603832099,-0.9475454489912088,0.0742816917403057
11025,Graduate,Partner,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,2,65,13,0.8461538461538461,138,12.545454545454545,4,-2.689837081900122,1.1869148294575984,-0.44937324245943183
10203,Graduate,Single,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,1,36,13,0.38461538461538464,42,8.4,1,-3.196333900478106,-1.311258015970424,1.4142091995548478
4607,Graduate,Partner,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,67,13,1.3076923076923077,777,45.705882352941174,0,1.7615491137955914,-1.020988281084341,-0.8078240539948289
3711,Postgraduate,Partner,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,2,0,82,12,1.6666666666666667,1902,95.1,2,5.080961165077277,-1.010859510323176,-2.279607053963219
3696,Graduate,Single,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,2,61,12,0.5833333333333334,52,7.428571428571429,4,-3.2166224886807457,-0.31746311608804745,-0.9837738998878318
2532,Postgraduate,Single,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,39,12,1.0833333333333333,1651,127.0,2,3.731747802078166,-1.8307251564795415,0.9410329024124857
9214,Graduate,Partner,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,35,13,1.0,358,27.53846153846154,1,-0.6931797731243203,-0.9090193962780223,1.1690370513124575
4943,Graduate,Partner,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,2,0,73,14,1.1428571428571428,1727,107.9375,2,3.5596416692413766,0.0008960016450634357,0.03658088246627031
35,Graduate,Partner,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,39,14,0.7142857142857143,210,21.0,1,-2.0203100485175263,0.03639227725353776,2.074318656932721
2258,Graduate,Partner,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,1,40,14,0.35714285714285715,42,8.4,1,-3.1493298572058612,-0.7357655963805219,1.9222429570325799
4322,Postgraduate,Partner,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,68,13,1.5384615384615385,1291,64.55,2,2.837742861896424,-0.6081203972833036,-1.3181632097301073
713,Postgraduate,Partner,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,49,12,1.25,442,29.466666666666665,4,0.2510522938259864,-1.609529820361003,-0.5833731411330433
4702,Graduate,Single,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,62,14,1.2142857142857142,1895,111.47058823529412,2,4.808667344307193,-0.7293331788941141,2.793196855258721
3281,Postgraduate,Partner,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,2,66,13,1.4615384615384615,411,21.63157894736842,3,-0.7714117823236183,2.260569880159572,-0.7175541015482946
702,Undergraduate,Single,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,1,51,13,1.4615384615384615,521,27.42105263157895,3,0.5122620574340784,0.36435148513743304,0.850740974630469
2004,Graduate,Single,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,1,57,13,1.3076923076923077,1168,68.70588235294117,2,2.912272255825975,-1.2359236086049938,-0.11668807997843376
4769,Postgraduate,Partner,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,1,2,49,12,1.9166666666666667,493,21.434782608695652,3,-0.5697909920528804,2.86724119722368,-1.3735720592980736
4437,Graduate,Partner,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,2,64,13,0.9230769230769231,260,21.666666666666668,4,-1.2086935400578926,0.18064230189312583,-1.2124408716320543
8724,Graduate,Single,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,1,44,13,0.5384615384615384,46,6.571428571428571,1,-2.963952204709279,-0.8100685612007172,0.8383040421687835
10741,Postgraduate,Partner,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,1,75,13,1.2307692307692308,319,19.9375,3,-1.2471817251151525,1.4134566685210022,-0.8809616650364696
1991,Graduate,Partner,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,1,59,12,0.5833333333333334,96,13.714285714285714,4,-2.409266231815396,-1.2745262760389482,-1.328457627824987
6931,Graduate,Single,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,1,0,59,12,1.3333333333333333,1062,66.375,2,3.007316336039809,-1.4799273310319039,-0.27726697596125116
11096,Undergraduate,Partner,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,1,74,13,0.9230769230769231,232,19.333333333333332,4,-0.8374486742257751,-0.6714968661596161,-1.4326113240048128
304,Postgraduate,Single,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,1,45,13,0.6923076923076923,76,8.444444444444445,1,-2.906539302465179,-0.1300986230995244,1.1068536900362766
3665,Undergraduate,Partner,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,1,49,13,0.6923076923076923,54,6.0,1,-3.035255064203037,0.0708133264111479,0.8435498965862793
10591,Graduate,Single,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,1,57,14,0.7857142857142857,201,18.272727272727273,1,-1.765208887142401,0.24655136877466516,1.193944073393805
5036,Postgraduate,Single,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,1,42,14,1.0,406,29.0,1,-0.8795462161809291,0.2883991811623269,1.9195495167080587
5547,Postgraduate,Partner,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,2,0,44,13,1.5384615384615385,1919,95.95,2,4.183117565085201,-0.5323980715146622,-0.36413913916972057
7822,Graduate,Partner,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,1,50,13,1.5384615384615385,662,33.1,0,1.3263949376943145,-0.2932983446939393,0.024486578268295256
8541,Undergraduate,Partner,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,1,36,12,0.6666666666666666,41,5.125,1,-2.9628315576884634,-1.2780743635368832,0.053027959552019374
10955,Graduate,Single,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,62,12,1.1666666666666667,1600,114.28571428571429,2,4.33459822477335,-2.822380571776288,-0.6635905913714584
4368,Graduate,Partner,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,1,46,13,0.6153846153846154,134,16.75,1,-2.111114000792083,-0.8720372629164803,0.393063973739129
9671,Graduate,Partner,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,2,58,12,0.8333333333333334,69,6.9,4,-3.0128856359007026,0.6347850223549101,-0.8549656291533413
2256,Postgraduate,Partner,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,2,53,12,0.5,21,3.5,4,-3.519188243945881,-0.6986789333739812,-0.9705304028506275
4279,Undergraduate,Single,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,2,63,12,0.5833333333333334,54,7.714285714285714,4,-2.7331270262774496,-1.0019121451478228,-1.5701751691351102
5371,Graduate,Single,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,1,37,12,0.6666666666666666,91,11.375,1,-2.5870520526666425,-1.062534979364253,0.5607087757640172
9240,Postgraduate,Single,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,1,55,12,1.5,526,29.22222222222222,3,-0.24214807639319627,0.4903625531084635,-1.1082529931995047
9460,Graduate,Partner,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,63,13,0.6153846153846154,162,20.25,1,-2.0919797115513568,-0.8528285511131862,0.6443531709330799
9504,Postgraduate,Partner,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,77,13,1.9230769230769231,1008,40.32,2,3.972988290364731,-1.045421745623461,-1.3346745999302878
8692,Graduate,Partner,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,2,74,14,1.1428571428571428,240,15.0,3,-1.85356161615874,2.5761227686424237,-0.03236433595356765
448,Postgraduate,Single,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,1,48,13,1.6153846153846154,795,37.857142857142854,0,1.780888309702546,0.3348692427416229,1.0170748606319513
8314,Graduate,Partner,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,1,0,44,13,1.4615384615384615,1772,93.26315789473684,2,5.645291493729017,-1.9385295149020623,1.3382122379667223
8420,Undergraduate,Partner,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,56,13,0.6153846153846154,64,8.0,1,-2.6265888189995876,-1.1131039408621664,0.478606669127596
3174,Graduate,Partner,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,4,1,67,13,1.5384615384615385,1957,97.85,2,4.9931046650481585,0.04641079625400191,-1.081845428977758
7685,Graduate,Partner,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,1,48,13,0.5384615384615384,78,11.142857142857142,1,-2.5505215378362287,-1.0944185874682189,0.2568993738031749
3179,Graduate,Single,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,46,13,1.4615384615384615,1572,82.73684210526316,2,5.047013181736164,-2.468936433726605,1.373311735094178
9780,Postgraduate,Partner,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,1,55,13,2.0,795,30.576923076923077,0,1.9807019758322715,1.0739918918480849,-0.6642009961761892
10681,Undergraduate,Partner,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,1,56,12,2.1666666666666665,889,34.19230769230769,0,3.132540587198486,0.6004385768353989,-0.20265159521543805
10232,Postgraduate,Single,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,1,63,13,1.1538461538461537,331,22.066666666666666,4,-0.721950344508592,-0.05340157711972659,-0.6373919110200968
4184,Postgraduate,Partner,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,1,76,12,1.0,265,22.083333333333332,4,-1.2286284964314895,-0.3376796317677551,-2.2433354983895883
9120,Graduate,Single,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,1,64,14,1.3571428571428572,1065,56.05263157894737,0,1.2252116304763812,1.680694519403354,0.862557549503169
891,Postgraduate,Partner,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,2,75,13,0.3076923076923077,11,2.75,4,-3.425963557267539,-0.6156057614079377,-1.1616744601995803
10381,Graduate,Single,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,1,47,13,0.3076923076923077,21,5.25,1,-3.0138749723672342,-1.3652038342936799,0.5177217726719052
3525,Graduate,Partner,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,2,56,14,0.2857142857142857,17,4.25,1,-3.4520735306291894,-0.24654998853752863,0.682012989319226
6818,Graduate,Partner,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,1,52,14,1.1428571428571428,369,23.0625,3,-0.8380793166404193,1.5471177711733546,1.3346456509721323
3526,Postgraduate,Partner,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,2,58,12,0.5,38,6.333333333333333,4,-3.3629853479798215,-0.5015423594444988,-1.1686973896312138
8181,Undergraduate,Single,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,1,48,13,0.8461538461538461,177,16.09090909090909,1,-2.154932821630838,0.11049665068215564,1.0872954116967237
1029,Postgraduate,Partner,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,1,56,13,0.9230769230769231,279,23.25,4,-1.1339905348315533,-0.26651409811047394,-0.48747423811658386
7369,Postgraduate,Partner,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,1,45,13,0.5384615384615384,62,8.857142857142858,1,-3.022805431136628,-0.5174963795929357,0.7706236715291948
2574,Postgraduate,Partner,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,3,1,49,13,1.6153846153846154,1230,58.57142857142857,0,2.0651418335368397,0.9639136984318593,-0.6500253337445653
8159,Graduate,Partner,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,2,58,12,0.9166666666666666,182,16.545454545454547,4,-2.210806730855538,0.498441376810754,-1.2797095532841383
1160,Graduate,Partner,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,2,56,13,0.7692307692307693,49,4.9,1,-3.4055513282899987,0.9898327344894708,0.20762962495552245
10242,Postgraduate,Partner,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,2,60,13,0.6153846153846154,75,9.375,4,-2.703511415010584,-0.10318815724617764,-0.7799204760379684
5253,Postgraduate,Partner,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,2,70,13,1.2307692307692308,227,14.1875,3,-1.7626879702297322,2.047598344449046,-1.0138294357660333
5966,Postgraduate,Partner,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,1,2,52,14,1.0714285714285714,215,14.333333333333334,3,-1.8698414113479902,1.6606724362457368,0.3600259020011884
5314,Graduate,Partner,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,1,75,13,1.5384615384615385,444,22.2,3,-0.728726061614284,2.9990519358330348,-0.4016592766314586
5081,Undergraduate,Partner,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,2,59,13,0.38461538461538464,47,9.4,1,-3.219006154055441,-0.4144208057496597,-0.17107572999494378
5123,Postgraduate,Partner,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,75,13,0.5384615384615384,143,20.428571428571427,4,-2.1130656611956398,-0.9188613477270379,-0.061237498773104214
5756,Graduate,Partner,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,1,43,12,0.5833333333333334,55,7.857142857142857,4,-2.878865620619404,-1.0658387635357776,-0.39975653328173194
8036,Undergraduate,Partner,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,2,55,12,0.9166666666666666,63,5.7272727272727275,4,-2.8385787139892753,0.05614298204232499,-1.3315009020825
9058,Graduate,Single,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,3,0,71,14,1.5714285714285714,1867,84.86363636363636,2,5.434688256654514,0.058711391972960075,0.33219558829104884
5057,Postgraduate,Partner,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,1,65,13,1.5384615384615385,611,30.55,0,1.1755189387837621,-0.1639120781336801,-1.097611121365922
254,Graduate,Partner,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,1,1,71,12,1.5,473,26.27777777777778,3,-0.3440451848403355,1.2130241050589852,-1.949896768054795
4179,Graduate,Partner,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,67,13,0.46153846153846156,55,9.166666666666666,4,-2.3870407605177886,-1.5735827934722386,-0.2708965744139564
3710,Postgraduate,Single,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,1,42,14,0.5,81,11.571428571428571,1,-2.746753356544716,-0.4389551840636634,1.9438134268523768
7627,Postgraduate,Partner,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,2,0,51,14,1.5,2086,99.33333333333333,2,7.135799326262837,-2.3307929318174976,1.726207723882775
4501,Postgraduate,Single,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,61,13,1.5384615384615385,1478,73.9,2,5.152408149035892,-1.9441616287000365,1.0393150881313795
6424,Graduate,Partner,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,1,49,12,0.4166666666666667,49,9.8,4,-2.7869727546620715,-1.813576815408048,-0.7480240640751868
3075,Postgraduate,Partner,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,54,13,1.1538461538461537,382,25.466666666666665,4,0.2886046873737794,-1.6039755132109756,-0.5246280297975079
4992,Postgraduate,Partner,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,51,13,0.6923076923076923,69,7.666666666666667,1,-2.9470373727474435,-0.029833083749931447,0.6932352786744335
5252,Graduate,Single,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,1,57,14,0.42857142857142855,67,11.166666666666666,1,-2.8898989534561874,-0.515811459549624,1.412887728624766
7444,Postgraduate,Partner,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,2,57,13,0.46153846153846156,30,5.0,1,-3.396068051262678,-0.04655566848920237,-0.1596493806857399
6919,Undergraduate,Partner,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,1,48,13,0.6923076923076923,63,7.0,1,-2.79504073804062,-0.37312315510560756,0.5919130728260734
3537,Graduate,Partner,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,1,45,14,0.7142857142857143,79,7.9,1,-2.7627268911210887,0.4769516512456727,1.628704982944207
10277,Graduate,Single,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,1,65,13,0.38461538461538464,42,8.4,1,-3.1041669192741295,-0.8858291690730941,-0.019979831618387806
2453,Graduate,Partner,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,1,66,14,1.6428571428571428,819,35.608695652173914,0,1.385305458962086,1.7701970423291087,0.002355079355263912
7972,Graduate,Single,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,71,13,1.3076923076923077,1151,67.70588235294117,2,3.0422131376899544,-1.5209825899113916,-0.6180633867986739
895,Postgraduate,Partner,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,2,78,14,1.4285714285714286,594,29.7,3,0.06495929337038062,2.0782580889103537,-0.9660529526122719
1177,Postgraduate,Partner,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,2,60,13,0.8461538461538461,129,11.727272727272727,4,-2.5074304255176765,0.9684890672249276,-0.45929388542642924
7141,Postgraduate,Single,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,40,14,0.8571428571428571,213,17.75,1,-2.5101399806088476,1.234003187241589,2.7831251547394342
7232,Graduate,Single,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,1,53,12,0.5833333333333334,67,9.571428571428571,4,-2.608256044307554,-1.2625119612634614,-0.7634701098384411
8477,Graduate,Single,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,3,70,13,0.38461538461538464,28,5.6,4,-3.639497282605917,0.026905410016376776,-0.740985295603865
2457,Undergraduate,Partner,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,1,51,14,0.42857142857142855,45,7.5,1,-3.1113588930718254,-0.4097039149048021,1.4128035466986428
988,Graduate,Partner,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,1,0,61,12,1.5,1193,66.27777777777777,2,3.0895638118628845,-1.4050020222447155,-1.3502657439086971
7930,Postgraduate,Single,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,57,13,0.9230769230769231,268,22.333333333333332,1,-1.3608846910130756,-0.6428217344541103,0.7284460799323025
4587,Postgraduate,Single,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,82,13,0.9230769230769231,266,22.166666666666668,4,-0.7875108051501926,-0.9477459534205627,-1.1840243617038504
6682,Undergraduate,Partner,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,1,53,14,0.35714285714285715,37,7.4,1,-3.366875167867499,-0.5745072074787138,1.609526501831312
6222,Graduate,Partner,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,3,59,13,0.5384615384615384,37,5.285714285714286,4,-3.6574068388804317,0.49974497093524095,-0.5019230753328296
10299,Postgraduate,Single,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,57,14,1.7857142857142858,882,35.28,0,2.1754591250482,0.7647480776275769,1.4193319025213302
3083,Graduate,Partner,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,2,52,13,1.3846153846153846,373,20.72222222222222,3,-1.1903693523607988,1.9390677547790267,-0.07450049958938183
8953,Postgraduate,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,3,61,13,0.46153846153846156,35,5.833333333333333,1,-3.6699636805297686,0.38995615799111405,-0.28724851464194523
